C0018834	NDFRT	C2348248
C0004096	NDFRT	C1591437
C0028754	NDFRT	C0282233
C0002963	NDFRT	C0981791
C0035457	NDFRT	C0980864
C0004623	NDFRT	C4049002
C0004096	NDFRT	C0782784
C0027404	NDFRT	C0002658
C0006277	NDFRT	C0979191
C0014869	NDFRT	C0979948
C0018834	NDFRT	C0978298
C0017168	NDFRT	C0978298
C0022661	NDFRT	C0978298
C0033774	NDFRT	C0070325
C0018802	NDFRT	C1724678
C0030193	NDFRT	C0700555
C0034067	NDFRT	C0974234
C0004623	NDFRT	C2930762
C0037929	NDFRT	C0010977
C0036341	NDFRT	C0981338
C0006266	NDFRT	C0709778
C0036341	NDFRT	C1165135
C0001175	NDFRT	C0978949
C0035793	NDFRT	C1164336
C0020443	NDFRT	C2720035
C0020557	NDFRT	C2720035
C0020517	NDFRT	C1177156
C0030193	NDFRT	C2718509
C0033975	NDFRT	C1572085
C0029944	NDFRT	C0975493
C0004623	NDFRT	C2917419
C0042510	NDFRT	C1338559
C0020443	NDFRT	C4019664
C0036572	NDFRT	C2700656
C0011860	NDFRT	C2683607
C0029291	NDFRT	C4270884
C0018099	NDFRT	C0795227
C0018133	NDFRT	C0690861
C0011615	NDFRT	C0690861
C0004096	NDFRT	C0969324
C1263846	NDFRT	C4082920
C0028754	NDFRT	C0024977
C0030193	NDFRT	C0777724
C0039240	NDFRT	C0874721
C0027051	NDFRT	C0000946
C0029456	NDFRT	C3205198
C0004239	NDFRT	C1329590
C0002963	NDFRT	C1329590
C0162627	NDFRT	C1950725
C0011860	NDFRT	C1565750
C0020619	NDFRT	C0779609
C0030193	NDFRT	C0973747
C0040136	NDFRT	C0980693
C0029944	NDFRT	C4073751
C0027497	NDFRT	C0304305
C0014553	NDFRT	C0981666
C0009443	NDFRT	C1590956
C0014175	NDFRT	C0688453
C0016034	NDFRT	C0688453
C0030193	NDFRT	C4282632
C0004623	NDFRT	C0974858
C0017168	NDFRT	C1639157
C0027051	NDFRT	C0977415
C0021361	NDFRT	C1595275
C0021603	NDFRT	C0025840
C0007134	NDFRT	C0796545
C0017168	NDFRT	C3666683
C0013404	NDFRT	C2731298
C0002962	NDFRT	C0073633
